et,xt,side,entry,exit,R,mae,fund,reason,x_int,year,y
2026-01-23 23:00:00,2026-01-26 14:00:00,-1,89861.7913,88568.24749830083,0.014150404336392657,-0.0003573120403621093,-0.0003555899999999612,fibstop,88568.24749830083,2026,2026
2026-01-27 11:00:00,2026-01-28 15:00:00,-1,87597.47103999999,89716.45539471913,-0.02459087746924337,-0.0325001273004788,-0.0001991400000000143,fibstop,89716.45539471913,2026,2026
2026-02-02 21:00:00,2026-02-03 11:00:00,-1,78850.52639999999,78097.3448786887,0.008952436399871316,-0.003962860037419004,-4.2000000000097515e-07,fibstop,78097.3448786887,2026,2026
2026-02-07 06:00:00,2026-02-08 17:00:00,-1,69338.98336,70862.29324031196,-0.022799485308650877,-0.031525074843554726,0.00023045999999996014,fibstop,70862.29324031196,2026,2026
2026-02-20 16:00:00,2026-02-22 10:00:00,-1,68128.8272,68099.67163089325,-6.257238509161311e-05,-0.008192901932120744,-0.00010947999999996738,fibstop,68099.67163089325,2026,2026
2026-03-14 13:00:00,2026-03-17 04:00:00,1,70557.84840000002,73609.00169782457,0.04262956713266928,-0.0016121296578540693,1.3720000000022603e-05,fibstop,73609.00169782457,2026,2026
2026-03-22 03:00:00,2026-03-22 17:00:00,1,68695.17222000001,67830.6,-0.013073012906358572,-0.00968295439845114,-0.00011262000000000771,flip,67830.6,2026,2026
2026-03-30 14:00:00,2026-04-01 15:00:00,-1,66709.86787999999,68954.52378861417,-0.03432523409072765,-0.03864693788087906,7.719999999997174e-05,fibstop,68954.52378861417,2026,2026
2026-04-07 18:00:00,2026-04-10 02:00:00,1,71604.82789999999,71917.02281656473,0.0036084902103988683,-0.04594002941525102,0.00015148000000000938,fibstop,71917.02281656473,2026,2026
2026-04-13 00:00:00,2026-04-15 01:00:00,1,70892.13312000001,74316.71257276121,0.04794185377117547,-0.005287372568766205,-0.00023495000000001154,fibstop,74316.71257276121,2026,2026
2026-04-25 20:00:00,2026-04-27 00:00:00,1,77411.1864,78066.18844280115,0.007855445799927073,-0.0018587287792814792,5.8900000000083885e-06,fibstop,78066.18844280115,2026,2026
2026-04-27 21:00:00,2026-04-28 18:00:00,1,76680.78300000001,76066.46180868651,-0.008592279994515853,-0.013630312043109999,-1.9130000000006087e-05,fibstop,76066.46180868651,2026,2026
